Bowler,Overs,Maidens,Runs,Wickets,Economy,0s,4s,6s,Wides,NoBalls,Year,Balls
Mitchell Johnson,9.1,3,33,4,3.6,42,6,0,2,0,2011,55
Shane Watson,3,1,9,1,3.0,16,2,0,1,0,2011,18
Jason Krejza,9,0,47,0,5.22,22,3,0,1,0,2011,54
Steven Smith,9,0,44,1,4.89,23,3,0,1,0,2011,54
Tim Southee,10,2,45,1,4.5,40,5,0,4,0,2011,60
Daniel Vettori,7,0,39,0,5.57,20,5,0,1,0,2011,42
Hamish Bennett,7,0,63,2,9.0,21,7,0,7,0,2011,42
Nathan McCullum,3,0,22,0,7.33,8,2,1,0,0,2011,18
Jesse Ryder,5,0,24,0,4.8,22,2,0,3,0,2011,30
James Franklin,2,0,11,0,5.5,6,1,0,0,0,2011,12
Johan Botha,9,0,48,2,5.33,28,2,1,3,0,2011,54
Dale Steyn,7.3,1,24,3,3.2,33,3,0,2,0,2011,45
Morne Morkel,8,0,35,0,4.38,30,5,0,2,0,2011,48
Jacques Kallis,3,0,21,0,7.0,7,3,0,0,0,2011,18
Imran Tahir,10,1,41,4,4.1,35,1,2,0,0,2011,60
Robin Peterson,10,0,49,0,4.9,29,1,2,0,0,2011,60
Sulieman Benn,10,0,51,1,5.1,25,2,1,0,0,2011,60
Kemar Roach,8,0,42,1,5.25,27,6,0,0,0,2011,48
Dwayne Bravo,2.1,0,12,0,5.54,7,2,0,0,0,2011,13
Daren Sammy,8,0,40,0,5.0,18,1,0,0,0,2011,48
Kieron Pollard,7.5,0,37,1,4.72,19,2,0,0,1,2011,47
Chris Gayle,6,0,26,0,4.33,16,0,1,0,0,2011,36
Devon Smith,0.5,0,5,0,6.0,1,0,0,0,0,2011,5
Thomas Odoyo,7,2,41,3,5.86,31,1,0,5,0,2011,42
Elijah Otieno,9,1,49,1,5.44,31,4,0,0,2,2011,54
Nehemiah Odhiambo,7,0,65,0,9.29,19,7,1,3,3,2011,42
Shem Ngoche,10,0,46,1,4.6,24,1,0,1,0,2011,60
Jimmy Kamande,7,0,64,1,9.14,14,5,1,4,0,2011,42
Steve Tikolo,9,0,44,1,4.89,26,1,1,0,1,2011,54
Collins Obuya,1,0,5,0,5.0,2,0,0,0,0,2011,6
Shoaib Akhtar,5,1,10,0,2.0,25,1,0,1,0,2011,30
Abdul Razzaq,5,1,23,0,4.6,18,2,0,0,0,2011,30
Umar Gul,4.1,0,12,2,2.88,19,1,0,1,1,2011,25
Abdur Rehman,7,1,18,0,2.57,29,0,1,0,0,2011,42
Shahid Afridi,8,3,16,5,2.0,40,2,0,0,0,2011,48
Mohammad Hafeez,4,1,26,1,6.5,16,2,2,1,0,2011,24
James Anderson,10,0,72,0,7.2,20,7,0,0,2,2011,60
Stuart Broad,10,2,65,2,6.5,31,8,0,1,1,2011,60
Tim Bresnan,10,0,49,1,4.9,31,5,0,1,0,2011,60
Graeme Swann,10,0,35,2,3.5,37,1,1,0,0,2011,60
Paul Collingwood,8,0,46,1,5.75,24,5,1,0,0,2011,48
Kevin Pietersen,2,0,19,0,9.5,4,1,1,0,0,2011,12
Mudassar Bukhari,9,0,54,1,6.0,25,7,0,0,0,2011,54
Berend Westdijk,7,0,41,0,5.86,26,8,0,0,0,2011,42
Bernard Loots,9.4,0,74,0,7.66,18,6,1,2,0,2011,58
Pieter Seelaar,10,0,54,1,5.4,22,0,0,2,0,2011,60
Ryan ten Doeschate,10,0,47,2,4.7,24,1,0,1,0,2011,60
Tom Cooper,3,0,23,0,7.67,4,2,0,0,0,2011,18
Chris Mpofu,9,0,58,2,6.44,26,8,0,2,0,2011,54
Ray Price,10,0,43,1,4.3,31,2,1,1,0,2011,60
Prosper Utseya,10,2,43,1,4.3,31,4,0,2,0,2011,60
Graeme Cremer,10,0,41,1,4.1,30,0,1,1,0,2011,60
Brendan Taylor,3,0,23,0,7.67,2,1,0,0,0,2011,18
Elton Chigumbura,2,0,18,0,9.0,2,2,0,1,0,2011,12
Sean Williams,6,0,29,0,4.83,15,1,1,0,0,2011,36
Shaun Tait,9,1,34,2,3.78,39,4,0,2,1,2011,54
Brett Lee,8,1,34,1,4.25,34,4,1,1,1,2011,48
Mitchell Johnson,9.2,2,19,4,2.04,43,1,0,0,0,2011,56
Jason Krejza,8,0,28,2,3.5,31,1,1,0,0,2011,48
Shane Watson,3,0,7,0,2.33,12,0,0,0,0,2011,18
Steven Smith,5,0,24,0,4.8,11,1,0,0,0,2011,30
David Hussey,4,1,12,1,3.0,14,0,0,0,0,2011,24
Khurram Chohan,8,0,62,0,7.75,22,10,0,0,0,2011,48
Henry Osinde,2.1,0,10,0,4.62,9,1,0,2,1,2011,13
Harvir Baidwan,8.5,0,59,2,6.68,25,8,0,2,0,2011,53
Jimmy Hansra,9,0,47,0,5.22,27,3,1,1,0,2011,54
Rizwan Cheema,7,0,47,1,6.71,15,5,0,0,0,2011,42
Balaji Rao,7,0,48,0,6.86,14,3,1,0,0,2011,42
John Davison,8,0,56,2,7.0,10,3,0,2,0,2011,48
Nuwan Kulasekara,6,2,16,3,2.67,26,2,0,0,0,2011,36
Thisara Perera,7,0,24,3,3.43,30,3,0,0,0,2011,42
Ajantha Mendis,7.5,3,18,1,2.3,37,2,0,1,0,2011,47
Muttiah Muralitharan,9,0,38,2,4.22,37,2,2,3,1,2011,54
Tillakaratne Dilshan,5,0,14,0,2.8,17,0,0,0,0,2011,30
Thilan Samaraweera,2,0,4,1,2.0,8,0,0,0,0,2011,12
Tim Southee,6,0,13,3,2.17,27,1,0,0,1,2011,36
Nathan McCullum,4,0,15,0,3.75,16,2,0,1,0,2011,24
Hamish Bennett,5,0,16,4,3.2,17,0,0,1,0,2011,30
Daniel Vettori,6,1,16,0,2.67,26,1,0,0,0,2011,36
Jacob Oram,2.5,1,2,3,0.71,15,0,0,0,0,2011,17
Thomas Odoyo,3,0,25,0,8.33,8,3,1,1,0,2011,18
Elijah Otieno,2,0,18,0,9.0,6,2,1,0,0,2011,12
Jimmy Kamande,2,0,21,0,10.5,4,4,0,1,0,2011,12
Nehemiah Odhiambo,1,0,5,0,5.0,3,0,0,1,1,2011,6
Shafiul Islam,7,0,69,1,9.86,15,8,1,2,1,2011,42
Rubel Hossain,10,0,60,0,6.0,22,4,0,5,0,2011,60
Abdur Razzak,9,0,74,0,8.22,20,6,3,1,0,2011,54
Shakib Al Hasan,10,0,61,1,6.1,23,4,1,3,0,2011,60
Naeem Islam,7,0,54,0,7.71,8,4,1,0,0,2011,42
Mahmudullah,7,0,49,1,7.0,15,3,1,3,0,2011,42
Sreesanth,5,0,53,0,10.6,11,7,0,1,1,2011,30
Zaheer Khan,10,0,40,2,4.0,35,2,0,4,0,2011,60
Munaf Patel,10,0,48,4,4.8,37,3,2,0,0,2011,60
Harbhajan Singh,10,0,41,1,4.1,26,1,0,1,0,2011,60
Yusuf Pathan,8,0,49,1,6.13,12,3,0,2,0,2011,48
Yuvraj Singh,7,0,42,0,6.0,15,2,1,1,0,2011,42
Mitchell Starc,8,0,20,2,2.5,40,1,1,1,0,2015,48
Josh Hazlewood,8,2,30,0,3.75,33,2,1,0,0,2015,48
Mitchell Johnson,9,0,30,3,3.33,34,0,1,2,0,2015,54
Glenn Maxwell,7,0,37,1,5.29,16,2,0,1,0,2015,42
James Faulkner,9,1,36,3,4.0,36,5,0,0,0,2015,54
Shane Watson,4,0,23,0,5.75,13,2,0,2,0,2015,24
Tim Southee,8,0,65,0,8.13,20,9,0,3,0,2015,48
Trent Boult,10,0,40,1,4.0,40,5,0,0,0,2015,60
Daniel Vettori,5,0,25,0,5.0,14,0,1,0,0,2015,30
Matt Henry,9.1,0,46,2,5.02,35,6,0,2,0,2015,55
Corey Anderson,1,0,7,0,7.0,3,0,0,1,0,2015,6
Mohammed Shami,10,0,68,0,6.8,32,9,1,2,0,2015,60
Umesh Yadav,9,0,72,4,8.0,30,11,2,4,0,2015,54
Mohit Sharma,10,0,75,2,7.5,24,8,2,0,0,2015,60
Virat Kohli,1,0,7,0,7.0,2,1,0,0,0,2015,6
Ravindra Jadeja,10,0,56,0,5.6,25,3,2,0,0,2015,60
Ravichandran Ashwin,10,0,42,1,4.2,34,1,1,0,0,2015,60
Mitchell Starc,8.5,0,28,2,3.17,38,2,0,2,1,2015,53
Josh Hazlewood,10,1,41,1,4.1,36,4,0,0,0,2015,60
Mitchell Johnson,10,0,50,2,5.0,31,2,2,2,0,2015,60
James Faulkner,9,1,59,3,6.56,23,6,1,1,1,2015,54
Glenn Maxwell,5,0,18,0,3.6,13,0,0,0,0,2015,30
Shane Watson,4,0,29,0,7.25,10,1,2,0,0,2015,24
Tim Southee,9,1,55,0,6.11,31,10,0,1,0,2015,54
Trent Boult,9,0,53,2,5.89,29,7,0,0,0,2015,54
Matt Henry,8,2,40,0,5.0,27,3,1,1,0,2015,48
Daniel Vettori,9,0,46,0,5.11,21,2,0,2,0,2015,54
Kane Williamson,1,0,5,0,5.0,1,0,0,0,0,2015,6
Grant Elliott,1,0,9,0,9.0,2,0,1,0,0,2015,6
Corey Anderson,6,0,72,3,12.0,12,6,4,5,0,2015,36
Dale Steyn,8.5,0,76,1,8.6,25,7,4,1,0,2015,53
Vernon Philander,8,0,52,0,6.5,28,7,2,0,0,2015,48
Morne Morkel,9,0,59,3,6.56,30,9,1,1,0,2015,54
Imran Tahir,9,1,40,0,4.44,28,4,0,1,0,2015,54
Jean-Paul Duminy,5,0,43,1,8.6,9,3,2,2,0,2015,30
AB de Villiers,3,0,21,0,7.0,6,1,1,0,0,2015,18
Jerome Taylor,7,0,71,3,10.14,22,15,1,0,0,2015,42
Jason Holder,8,0,76,0,9.5,21,4,6,1,0,2015,48
Sulieman Benn,10,1,66,0,6.6,28,8,1,2,0,2015,60
Andre Russell,10,0,96,2,9.6,23,7,6,2,1,2015,60
Daren Sammy,8,0,38,0,4.75,23,2,1,1,0,2015,48
Marlon Samuels,7,0,44,0,6.29,14,3,0,0,0,2015,42
Tim Southee,8,1,82,2,10.25,24,10,5,1,0,2015,48
Trent Boult,10,3,44,4,4.4,44,3,3,2,0,2015,60
Daniel Vettori,6.3,0,58,2,8.92,12,2,5,0,0,2015,39
Adam Milne,4,0,42,1,10.5,8,6,1,2,0,2015,24
Corey Anderson,2,0,24,1,12.0,5,2,2,1,0,2015,12
Mitchell Starc,10,1,40,2,4.0,38,3,0,2,0,2015,60
Josh Hazlewood,10,1,35,4,3.5,41,4,0,1,0,2015,60
Mitchell Johnson,10,0,42,1,4.2,38,2,1,2,0,2015,60
Glenn Maxwell,7,0,43,2,6.14,21,3,2,0,0,2015,42
Shane Watson,5,0,17,0,3.4,17,1,0,0,0,2015,30
James Faulkner,7.5,0,31,1,3.96,29,2,0,0,0,2015,47
Sohail Khan,7.5,0,57,1,7.28,26,8,1,2,0,2015,47
Ehsan Adil,5,0,31,1,6.2,18,4,1,0,0,2015,30
Rahat Ali,6,0,37,0,6.17,21,5,0,1,0,2015,36
Wahab Riaz,9,0,54,2,6.0,27,3,1,6,0,2015,54
Shahid Afridi,4,0,30,0,7.5,7,2,0,0,0,2015,24
Haris Sohail,2,0,7,0,3.5,5,0,0,0,0,2015,12
Mashrafe Mortaza,10,0,69,1,6.9,30,10,0,0,1,2015,60
Taskin Ahmed,10,0,69,3,6.9,30,9,1,1,0,2015,60
Nasir Hossain,9,0,35,0,3.89,28,1,1,1,0,2015,54
Mahmudullah,1,0,4,0,4.0,3,0,0,0,0,2015,6
Rubel Hossain,10,0,56,1,5.6,25,4,1,1,1,2015,60
Shakib Al Hasan,10,0,58,1,5.8,25,5,1,0,0,2015,60
Umesh Yadav,9,1,31,4,3.44,37,3,0,1,0,2015,54
Mohammed Shami,8,1,37,2,4.63,34,5,0,4,0,2015,48
Mohit Sharma,7,0,36,1,5.14,23,5,0,1,0,2015,42
Ravichandran Ashwin,10,1,30,0,3.0,39,0,1,1,0,2015,60
Suresh Raina,3,1,15,0,5.0,8,1,0,0,0,2015,18
Ravindra Jadeja,8,0,42,2,5.25,23,5,0,1,0,2015,48
Dale Steyn,7,2,18,1,2.57,30,1,0,1,0,2015,42
Kyle Abbott,6,1,27,1,4.5,26,4,0,1,0,2015,36
Morne Morkel,7,1,27,1,3.86,30,2,0,1,2,2015,42
Jean-Paul Duminy,9,1,29,3,3.22,29,0,0,2,0,2015,54
Imran Tahir,8.2,0,26,4,3.12,34,2,0,1,0,2015,50
Lasith Malinga,6,0,43,1,7.17,21,4,0,3,2,2015,36
Tillakaratne Dilshan,2,0,10,0,5.0,5,0,0,0,0,2015,12
Nuwan Kulasekara,1,0,13,0,13.0,2,3,0,0,0,2015,6
Tharindu Kaushal,6,0,25,0,4.17,22,1,0,0,0,2015,36
Dushmantha Chameera,2,0,29,0,14.5,3,3,0,4,1,2015,12
Thisara Perera,1,0,10,0,10.0,3,2,0,1,0,2015,6
Sohail Khan,10,0,44,2,4.4,34,3,1,2,0,2015,60
Ehsan Adil,7,0,31,1,4.43,28,3,0,2,0,2015,42
Rahat Ali,10,0,48,2,4.8,34,5,0,2,0,2015,60
Wahab Riaz,10,0,54,3,5.4,30,4,1,3,0,2015,60
Shahid Afridi,10,0,38,0,3.8,32,3,0,0,0,2015,60
Haris Sohail,3,0,20,1,6.67,5,1,0,1,0,2015,18
Alex Cusack,10,1,43,1,4.3,33,3,0,3,0,2015,60
John Mooney,9,1,40,0,4.44,38,2,0,3,0,2015,54
Stuart Thompson,10,0,59,1,5.9,29,4,0,3,0,2015,60
George Dockrell,6,0,43,0,7.17,17,6,1,0,0,2015,36
Kevin O'Brien,10,0,49,0,4.9,35,4,1,1,0,2015,60
Paul Stirling,1.1,0,5,0,4.29,5,1,0,0,0,2015,7
Jerome Taylor,8.4,0,36,3,4.15,33,2,1,2,0,2015,52
Jason Holder,10,1,27,4,2.7,45,2,0,4,0,2015,60
Kemar Roach,8,0,54,0,6.75,28,9,0,2,0,2015,48
Andre Russell,8,3,20,2,2.5,38,1,1,2,0,2015,48
Marlon Samuels,10,4,25,1,2.5,50,4,0,0,0,2015,60
Daren Sammy,1,0,4,0,4.0,3,0,0,0,0,2015,6
Dwayne Smith,2,0,5,0,2.5,7,0,0,0,0,2015,12
Nasir Aziz,6,0,47,0,7.83,17,5,2,0,0,2015,36
Mohammad Naveed,6,0,34,0,5.67,23,4,0,1,0,2015,36
Manjula Guruge,7.3,1,40,2,5.33,27,4,1,0,0,2015,45
Mohammad Tauqir,3,0,22,0,7.33,10,3,1,0,0,2015,18
Amjad Javed,8,0,29,2,3.63,30,2,0,2,0,2015,48
Mitchell Starc,4.4,1,14,4,3.0,22,2,0,1,0,2015,28
Pat Cummins,7,1,42,3,6.0,28,9,0,1,0,2015,42
Shane Watson,3,0,18,1,6.0,11,3,0,0,0,2015,18
Mitchell Johnson,4,1,16,1,4.0,19,3,0,1,0,2015,24
Glenn Maxwell,4,0,24,1,6.0,15,3,0,1,0,2015,24
James Faulkner,3,0,15,0,5.0,14,1,0,1,0,2015,18
Iain Wardlaw,5,0,57,1,11.4,13,6,4,1,0,2015,30
Rob Taylor,5,0,29,1,5.8,19,6,0,0,0,2015,30
Josh Davey,5,1,38,1,7.6,16,6,1,1,0,2015,30
Michael Leask,0.2,0,7,0,21.0,1,0,1,1,0,2015,2
Mohammed Shami,9,2,48,3,5.33,37,2,4,3,0,2015,54
Umesh Yadav,9.5,1,43,3,4.37,37,2,1,2,0,2015,59
Mohit Sharma,10,1,48,3,4.8,33,4,1,1,0,2015,60
Ravichandran Ashwin,10,0,75,1,7.5,28,7,4,1,0,2015,60
Ravindra Jadeja,10,0,71,0,7.1,26,8,2,0,0,2015,60
Tinashe Panyangara,8.4,1,53,2,6.12,30,5,2,2,0,2015,52
Tendai Chatara,10,1,59,0,5.9,35,8,0,6,1,2015,60
Tawanda Mupariwa,10,0,61,0,6.1,25,5,1,2,0,2015,60
Solomon Mire,5,0,29,0,5.8,15,4,0,0,0,2015,30
Sean Williams,5,0,31,0,6.2,16,2,2,0,0,2015,30
Sikandar Raza,8,0,37,1,4.63,20,2,0,1,0,2015,48
Hamilton Masakadza,2,0,15,0,7.5,6,1,1,1,0,2015,12
James Anderson,7,0,18,1,2.57,32,1,0,2,0,2015,42
Stuart Broad,8,1,18,1,2.25,36,0,0,2,0,2015,48
Chris Jordan,6.2,2,13,2,2.05,32,2,0,1,0,2015,38
Ravi Bopara,8,1,31,2,3.88,30,3,0,1,0,2015,48
James Tredwell,7,0,25,1,3.57,27,1,1,0,0,2015,42
Shapoor Zadran,4,0,25,0,6.25,12,4,0,0,0,2015,24
Dawlat Zadran,3,0,23,0,7.67,10,3,1,0,0,2015,18
Hamid Hassan,5,0,17,1,3.4,20,0,0,1,0,2015,30
Mohammad Nabi,4.1,0,14,0,3.36,13,0,0,0,0,2015,25
Samiullah Shinwari,2,0,19,0,9.5,5,2,1,0,0,2015,12
Tim Southee,10,1,51,0,5.1,36,8,0,0,0,2015,60
Trent Boult,10,3,56,2,5.6,37,9,0,1,0,2015,60
Mitchell McClenaghan,8,0,68,0,8.5,17,8,2,0,0,2015,48
Daniel Vettori,10,0,42,1,4.2,30,2,1,0,0,2015,60
Corey Anderson,10,0,43,2,4.3,36,4,0,2,0,2015,60
Grant Elliott,2,0,27,2,13.5,2,0,3,1,0,2015,12
Shakib Al Hasan,8.5,1,55,4,6.23,31,4,4,0,0,2015,53
Taijul Islam,10,0,58,0,5.8,29,6,1,0,0,2015,60
Rubel Hossain,8,1,40,1,5.0,29,5,0,0,0,2015,48
Taskin Ahmed,8,0,49,0,6.13,25,6,1,2,0,2015,48
Soumya Sarkar,4,0,19,0,4.75,10,1,0,1,0,2015,24
Sabbir Rahman,2,0,14,0,7.0,4,2,0,0,0,2015,12
Mahmudullah,3,0,22,0,7.33,5,2,0,1,0,2015,18
Nasir Hossain,5,0,32,2,6.4,18,3,2,0,0,2015,30
Mohammad Naveed,10,0,63,3,6.3,32,7,1,1,3,2015,60
Kamran Shazad,8,0,59,1,7.38,23,10,0,0,1,2015,48
Amjad Javed,10,0,87,1,8.7,20,6,4,2,1,2015,60
Mohammad Tauqir,10,0,47,1,4.7,26,1,1,1,0,2015,60
Fahad Alhashmi,7.2,0,45,0,6.14,17,3,0,1,0,2015,44
Khurram Khan,4,0,31,0,7.75,1,1,1,0,0,2015,24
Shaiman Anwar,0.4,0,4,0,6.0,0,0,0,0,0,2015,4
Dale Steyn,9,1,40,1,4.44,39,6,1,0,0,2015,54
Vernon Philander,8.3,1,34,2,4.0,36,5,0,1,1,2015,51
Morne Morkel,10,2,23,2,2.3,45,1,0,1,2,2015,60
Jean-Paul Duminy,3,1,12,1,4.0,13,2,0,0,0,2015,18
Farhaan Behardien,4,1,11,0,2.75,16,0,0,2,0,2015,24
Imran Tahir,10,0,40,1,4.0,35,4,0,1,0,2015,60
AB de Villiers,3,0,15,2,5.0,10,2,0,1,0,2015,18
Rob Taylor,10,0,46,1,4.6,32,2,1,0,0,2015,60
Alasdair Evans,10,0,72,2,7.2,30,8,2,3,0,2015,60
Josh Davey,8,0,63,3,7.88,23,8,1,5,0,2015,48
Richie Berrington,6.1,0,31,2,5.03,17,1,1,0,0,2015,37
Michael Leask,7,0,63,0,9.0,11,4,3,0,0,2015,42
Kyle Coetzer,4.5,0,39,0,8.07,9,4,1,0,0,2015,29
Matt Machan,4,0,46,1,11.5,8,1,5,1,0,2015,24
Lasith Malinga,9,0,29,2,3.22,35,0,0,2,0,2015,54
Nuwan Kulasekara,7,0,20,3,2.86,30,1,0,1,0,2015,42
Thisara Perera,7,0,41,1,5.86,21,5,0,2,0,2015,42
Tillakaratne Dilshan,5,0,15,1,3.0,19,1,0,0,0,2015,30
Seekkuge Prasanna,8,0,57,0,7.13,15,3,2,0,0,2015,48
Dushmantha Chameera,7.1,0,51,3,7.12,20,7,0,1,1,2015,43
Umesh Yadav,4,0,34,1,8.5,11,3,2,1,0,2015,24
Mohammed Shami,9,0,41,3,4.56,35,4,1,5,0,2015,54
Mohit Sharma,6,0,38,1,6.33,18,5,0,3,0,2015,36
Ravindra Jadeja,7,0,45,1,6.43,20,2,3,0,0,2015,42
Ravichandran Ashwin,10,1,38,2,3.8,37,2,1,0,0,2015,60
Suresh Raina,10,0,40,1,4.0,32,4,0,0,0,2015,60
Rohit Sharma,3,0,21,0,7.0,4,2,0,0,0,2015,18
John Mooney,6,0,44,0,7.33,22,7,1,4,0,2015,36
Alex Cusack,8,0,43,0,5.38,25,6,0,1,0,2015,48
Stuart Thompson,6,0,45,2,7.5,20,3,2,4,0,2015,36
George Dockrell,5,0,44,0,8.8,11,2,3,0,0,2015,30
Paul Stirling,5,0,36,0,7.2,10,2,2,0,0,2015,30
Kevin O'Brien,6.5,0,42,0,6.15,18,4,1,0,0,2015,41
James Anderson,10,1,45,2,4.5,35,5,0,0,0,2015,60
Stuart Broad,10,0,52,1,5.2,33,5,1,0,0,2015,60
Chris Jordan,10,0,59,2,5.9,31,5,1,5,0,2015,60
Chris Woakes,10,0,64,0,6.4,28,4,2,2,1,2015,60
Moeen Ali,9,0,44,1,4.89,24,2,1,1,0,2015,54
Joe Root,1,0,6,0,6.0,1,0,0,0,0,2015,6
Mashrafe Mortaza,10,0,48,2,4.8,35,6,0,0,0,2015,60
Rubel Hossain,9.3,0,53,4,5.58,32,8,0,0,0,2015,57
Arafat Sunny,8,0,42,0,5.25,23,3,1,0,0,2015,48
Shakib Al Hasan,10,0,41,0,4.1,28,1,0,0,0,2015,60
Taskin Ahmed,9,0,59,2,6.56,27,6,1,0,1,2015,54
Sabbir Rahman,2,0,13,0,6.5,2,1,0,0,0,2015,12
Lasith Malinga,10,0,59,2,5.9,29,7,0,1,0,2015,60
Sachithra Senanayake,9,0,59,0,6.56,23,5,1,0,0,2015,54
Angelo Mathews,7,0,59,1,8.43,15,6,1,2,0,2015,42
Seekkuge Prasanna,10,0,77,1,7.7,23,9,1,0,0,2015,60
Thisara Perera,9,0,87,2,9.67,18,9,4,1,0,2015,54
Tillakaratne Dilshan,5,0,33,1,6.6,10,2,1,0,0,2015,30
Mitchell Starc,8.2,0,29,2,3.48,31,2,0,1,0,2015,50
Mitchell Johnson,9,0,62,2,6.89,28,9,0,2,0,2015,54
Shane Watson,7,0,71,1,10.14,10,9,1,0,0,2015,42
Xavier Doherty,7,0,60,0,8.57,13,7,1,0,0,2015,42
Glenn Maxwell,6,0,35,0,5.83,14,3,0,0,0,2015,36
James Faulkner,9,0,48,3,5.33,23,4,0,1,0,2015,54
Tim Southee,10,0,43,0,4.3,40,4,2,0,0,2015,60
Trent Boult,10,2,34,3,3.4,45,4,0,2,0,2015,60
Daniel Vettori,10,4,18,4,1.8,48,2,0,0,0,2015,60
Adam Milne,10,0,38,1,3.8,41,5,0,4,0,2015,60
Corey Anderson,6.4,0,38,2,5.7,26,5,1,3,0,2015,40
Grant Elliott,1,0,10,0,10.0,2,2,0,0,0,2015,6
Dawlat Zadran,9,0,51,0,5.67,30,7,0,3,0,2015,54
Shapoor Zadran,10,2,45,1,4.5,35,4,0,0,0,2015,60
Hamid Hassan,7,1,36,0,5.14,26,6,0,0,0,2015,42
Mohammad Nabi,7.1,0,39,1,5.44,22,3,1,1,0,2015,43
Samiullah Shinwari,3,0,15,0,5.0,8,1,0,0,0,2015,18
Tinashe Panyangara,9,0,69,1,7.67,27,7,2,1,1,2015,54
Tendai Chatara,10,0,61,3,6.1,31,4,2,4,1,2015,60
Tawanda Mupariwa,10,0,56,0,5.6,28,6,0,1,0,2015,60
Sikandar Raza,9,0,51,0,5.67,25,1,3,0,0,2015,54
Sean Williams,9,0,72,3,8.0,19,8,1,2,1,2015,54
Hamilton Masakadza,3,0,18,0,6.0,6,2,0,0,0,2015,18
Alex Cusack,9.3,2,32,4,3.37,37,2,0,1,0,2015,57
John Mooney,10,0,58,2,5.8,32,7,0,1,0,2015,60
Kevin O'Brien,10,0,90,2,9.0,23,12,2,0,0,2015,60
George Dockrell,10,0,56,1,5.6,28,2,2,0,0,2015,60
Andy McBrine,8,0,56,1,7.0,15,3,2,0,0,2015,48
Paul Stirling,2,0,26,0,13.0,1,2,1,0,1,2015,12
Dale Steyn,10,3,30,3,3.0,43,2,1,1,0,2015,60
Kyle Abbott,9,0,45,2,5.0,31,6,0,1,0,2015,54
Morne Morkel,9.4,0,25,2,2.59,41,1,0,0,1,2015,58
Imran Tahir,9,1,38,1,4.22,33,4,1,0,0,2015,54
AB de Villiers,6,0,43,1,7.17,15,7,0,1,0,2015,36
Jean-Paul Duminy,3,0,34,0,11.33,5,1,3,2,0,2015,18
Mohammad Irfan,8,0,52,3,6.5,28,10,0,0,0,2015,48
Sohail Khan,5,0,36,1,7.2,18,6,0,4,0,2015,30
Rahat Ali,8,1,40,3,5.0,32,6,1,1,0,2015,48
Shahid Afridi,5,0,28,0,5.6,19,2,2,0,0,2015,30
Wahab Riaz,7.3,2,45,3,6.0,29,4,3,2,0,2015,45
Mohammed Shami,8,2,35,3,4.38,37,4,1,5,0,2015,48
Umesh Yadav,10,1,42,2,4.2,40,3,1,5,0,2015,60
Ravichandran Ashwin,9,0,38,1,4.22,33,3,1,1,0,2015,54
Mohit Sharma,9,2,35,1,3.89,38,3,1,4,0,2015,54
Ravindra Jadeja,8.2,0,27,2,3.24,33,0,1,1,0,2015,50
Jerome Taylor,8,0,33,2,4.13,30,4,0,1,0,2015,48
Jason Holder,7,0,29,0,4.14,27,4,0,1,0,2015,42
Kemar Roach,8,1,44,1,5.5,30,3,0,5,2,2015,48
Andre Russell,8,0,43,2,5.38,27,2,1,5,1,2015,48
Dwayne Smith,5,0,22,1,4.4,17,2,0,3,0,2015,30
Marlon Samuels,3.1,0,10,0,3.16,12,1,0,0,0,2015,19
Mashrafe Mortaza,8,0,60,1,7.5,25,7,2,1,1,2015,48
Shakib Al Hasan,10,0,46,1,4.6,31,1,2,1,0,2015,60
Taskin Ahmed,7,0,43,3,6.14,20,6,0,2,0,2015,42
Rubel Hossain,8,0,60,0,7.5,25,8,2,1,0,2015,48
Mahmudullah,5,0,29,0,5.8,15,2,1,0,0,2015,30
Sabbir Rahman,7,0,47,1,6.71,13,3,1,0,0,2015,42
Nasir Hossain,5,0,32,2,6.4,10,1,1,0,0,2015,30
Iain Wardlaw,9.1,0,75,1,8.18,26,9,2,2,0,2015,55
Josh Davey,10,0,68,2,6.8,26,6,1,5,0,2015,60
Alasdair Evans,10,1,67,1,6.7,31,8,2,0,0,2015,60
Matt Machan,7,0,45,0,6.43,13,2,1,0,0,2015,42
Majid Haq,10,0,49,0,4.9,28,2,1,1,1,2015,60
Richie Berrington,2,0,18,0,9.0,4,3,0,0,0,2015,12
Dawlat Zadran,10,1,101,2,10.1,27,10,4,3,2,2015,60
Shapoor Zadran,10,0,89,2,8.9,25,7,5,2,1,2015,60
Hamid Hassan,10,0,70,1,7.0,18,7,0,1,0,2015,60
Mohammad Nabi,10,0,84,0,8.4,22,6,4,1,0,2015,60
Samiullah Shinwari,5,0,34,0,6.8,13,5,0,0,0,2015,30
Javed Ahmadi,4,0,18,0,4.5,8,0,0,0,0,2015,24
Nawroz Mangal,1,0,14,1,14.0,1,1,1,0,0,2015,6
Mitchell Starc,6,0,18,2,3.0,24,1,0,0,0,2015,36
Josh Hazlewood,8,1,25,2,3.13,37,2,0,3,0,2015,48
Mitchell Johnson,7.3,0,22,4,2.93,35,1,0,5,0,2015,45
Michael Clarke,5,0,14,1,2.8,18,0,0,0,0,2015,30
Mitchell Marsh,3,0,25,0,8.33,10,1,2,1,0,2015,18
James Faulkner,4,0,8,0,2.0,19,0,0,1,1,2015,24
Glenn Maxwell,4,1,21,1,5.25,15,1,1,0,0,2015,24
Mohammad Naveed,10,0,50,1,5.0,33,3,1,1,1,2015,60
