Batsman,Dismissal,Runs,Balls,Minutes,4s,6s,StrikeRate,Year
Steven Finn,c LRPL Taylor b Southee,0,8,10,0,0,0.0,2015
James Anderson,not out,1,2,5,0,0,50.0,2015
Martin Guptill,b Woakes,22,22,48,3,0,100.0,2015
Brendon McCullum,b Woakes,77,25,39,8,7,308.0,2015
Kane Williamson,not out,9,22,23,1,0,40.91,2015
Ross Taylor,not out,5,5,14,1,0,100.0,2015
Amjad Ali,c Ervine b Chatara,7,17,23,1,0,41.18,2015
Andri Berenger,c Taylor b Mire,22,36,46,3,0,61.11,2015
Krishna Chandran,c Chigumbura b Mire,34,63,86,3,0,53.97,2015
Khurram Khan,c Williams b Chatara,45,55,77,6,0,81.82,2015
Swapnil Patil,c Chakabva b Williams,32,38,59,4,0,84.21,2015
Shaiman Anwar,c Ervine b Williams,67,50,59,9,1,134.0,2015
Rohan Mustafa,c Taylor b Chatara,4,6,10,0,0,66.67,2015
Amjad Javed,not out,25,19,27,3,1,131.58,2015
Mohammad Naveed,not out,23,17,23,1,2,135.29,2015
Sikandar Raza,c Krishna Chandran b Mohammad Tauqir,46,44,54,6,1,104.55,2015
Regis Chakabva,hit wicket b Mohammad Tauqir,35,62,90,4,0,56.45,2015
Hamilton Masakadza,lbw b Amjad Javed,1,4,9,0,0,25.0,2015
Brendan Taylor,lbw b Nasir Aziz,47,44,47,5,1,106.82,2015
Sean Williams,not out,76,65,110,7,1,116.92,2015
Solomon Mire,c Patil b Mohammad Naveed,9,22,21,0,0,40.91,2015
Craig Ervine,c & b Krishna Chandran,42,32,46,2,2,131.25,2015
Elton Chigumbura,not out,14,15,23,2,0,93.33,2015
Anamul Haque,lbw b Mirwais Ashraf,29,55,66,4,0,52.73,2015
Tamim Iqbal,c Afsar Zazai b Mirwais Ashraf,19,42,58,2,0,45.24,2015
Soumya Sarkar,lbw b Shapoor Zadran,28,25,51,3,1,112.0,2015
Mahmudullah,c Afsar Zazai b Shapoor Zadran,23,46,55,0,0,50.0,2015
Shakib Al Hasan,b Hamid Hassan,63,51,86,6,1,123.53,2015
Mushfiqur Rahim,c Samiullah Shinwari b Mohammad Nabi,71,56,83,6,1,126.79,2015
Sabbir Rahman,b Hamid Hassan,3,8,7,0,0,37.5,2015
Mashrafe Mortaza,b Aftab Alam,14,9,12,3,0,155.56,2015
Mominul Haque,run out (Afsar Zazai),3,3,6,0,0,100.0,2015
Rubel Hossain,not out,0,2,6,0,0,0.0,2015
Taskin Ahmed,b Aftab Alam,1,3,5,0,0,33.33,2015
Javed Ahmadi,c & b Mashrafe Mortaza,1,2,4,0,0,50.0,2015
Afsar Zazai,lbw b Rubel Hossain,1,5,7,0,0,20.0,2015
Nawroz Mangal,c Rubel Hossain b Mahmudullah,27,57,88,1,0,47.37,2015
Asghar Afghan,c Mahmudullah b Mashrafe Mortaza,1,7,9,0,0,14.29,2015
Samiullah Shinwari,run out (Sabbir Rahman/Mushfiqur Rahim),42,75,92,2,0,56.0,2015
Mohammad Nabi,c Soumya Sarkar b Mashrafe Mortaza,44,43,65,5,0,102.33,2015
Najibullah Zadran,lbw b Shakib Al Hasan,17,34,49,1,0,50.0,2015
Mirwais Ashraf,c Sabbir Rahman b Shakib Al Hasan,10,15,17,0,1,66.67,2015
Aftab Alam,run out (Soumya Sarkar/Mushfiqur Rahim),14,12,27,2,1,116.67,2015
Hamid Hassan,c Anamul Haque b Taskin Ahmed,0,5,5,0,0,0.0,2015
Shapoor Zadran,not out,2,2,7,0,0,100.0,2015
Kyle Coetzer,c Elliott b Southee,1,10,20,0,0,10.0,2015
Calum MacLeod,lbw b Boult,0,1,5,0,0,0.0,2015
Hamish Gardiner,lbw b Boult,0,1,2,0,0,0.0,2015
Matt Machan,c McCullum b Anderson,56,79,111,7,1,70.89,2015
Preston Mommsen,lbw b Southee,0,1,3,0,0,0.0,2015
Richie Berrington,c Milne b Anderson,50,80,104,4,1,62.5,2015
Matthew Cross,c Ronchi b Anderson,14,18,28,2,0,77.78,2015
Josh Davey,not out,11,19,36,1,0,57.89,2015
Rob Taylor,st Ronchi b Vettori,4,6,6,0,0,66.67,2015
Majid Haq,c LRPL Taylor b Vettori,0,2,6,0,0,0.0,2015
Iain Wardlaw,lbw b Vettori,0,1,4,0,0,0.0,2015
Martin Guptill,c Cross b Wardlaw,17,14,10,4,0,121.43,2015
Brendon McCullum,c Cross b Wardlaw,15,12,28,3,0,125.0,2015
Kane Williamson,c Cross b Davey,38,45,60,6,0,84.44,2015
Ross Taylor,c RML Taylor b Haq,9,14,15,1,0,64.29,2015
Grant Elliott,c Cross b Wardlaw,29,31,41,5,0,93.55,2015
Corey Anderson,c Wardlaw b Davey,11,16,25,1,0,68.75,2015
Luke Ronchi,c Gardiner b Davey,12,10,12,2,0,120.0,2015
Daniel Vettori,not out,8,4,9,1,0,200.0,2015
Adam Milne,not out,1,3,6,0,0,33.33,2015
Dwayne Smith,c Mooney b O'Brien,18,24,29,3,0,75.0,2015
Chris Gayle,c O'Brien b Dockrell,36,65,79,3,1,55.38,2015
Darren Bravo,run out (McBrine),0,0,4,0,0,0.0,2015
Marlon Samuels,lbw b Dockrell,21,41,49,1,1,51.22,2015
Denesh Ramdin,lbw b Dockrell,1,6,12,0,0,16.67,2015
Lendl Simmons,c Dockrell b Sorensen,102,84,124,9,5,121.43,2015
Daren Sammy,c Dockrell b Mooney,89,67,88,9,4,132.84,2015
Andre Russell,not out,27,13,29,3,1,207.69,2015
Jason Holder,not out,0,0,2,0,0,0.0,2015
William Porterfield,c Ramdin b Gayle,23,43,57,1,1,53.49,2015
Paul Stirling,c Ramdin b Samuels,92,84,115,9,3,109.52,2015
Ed Joyce,c Bravo b Taylor,84,67,111,10,2,125.37,2015
Niall O'Brien,not out,79,60,90,11,0,131.67,2015
Andy Balbirnie,c Bravo b Taylor,9,9,13,2,0,100.0,2015
Gary Wilson,c Gayle b Taylor,1,6,12,0,0,16.67,2015
Kevin O'Brien,run out (Smith/Roach),0,1,3,0,0,0.0,2015
John Mooney,not out,6,5,9,1,0,120.0,2015
Rohit Sharma,c Misbah-ul-Haq b Sohail Khan,15,20,35,2,0,75.0,2015
Shikhar Dhawan,run out (Misbah-ul-Haq),73,76,136,7,1,96.05,2015
Virat Kohli,c Umar Akmal b Sohail Khan,107,126,168,8,0,84.92,2015
Suresh Raina,c Haris Sohail b Sohail Khan,74,56,78,5,3,132.14,2015
MS Dhoni,c Misbah-ul-Haq b Sohail Khan,18,13,22,1,1,138.46,2015
Ravindra Jadeja,b Wahab Riaz,3,5,7,0,0,60.0,2015
Ajinkya Rahane,b Sohail Khan,0,1,3,0,0,0.0,2015
Ravichandran Ashwin,not out,1,1,4,0,0,100.0,2015
Mohammed Shami,not out,3,3,2,0,0,100.0,2015
Ahmed Shehzad,c Jadeja b Yadav,47,73,95,5,0,64.38,2015
Younis Khan,c Dhoni b Mohammed Shami,6,10,13,1,0,60.0,2015
Haris Sohail,c Raina b Ashwin,36,48,60,3,0,75.0,2015
Misbah-ul-Haq,c Rahane b Mohammed Shami,76,84,118,9,1,90.48,2015
Sohaib Maqsood,c Raina b Yadav,0,2,1,0,0,0.0,2015
Umar Akmal,c Dhoni b Jadeja,0,4,5,0,0,0.0,2015
Shahid Afridi,c Kohli b Mohammed Shami,22,22,39,1,1,100.0,2015
Wahab Riaz,c Dhoni b Mohammed Shami,4,2,2,1,0,200.0,2015
Yasir Shah,c Yadav b Sharma,13,23,32,1,0,56.52,2015
Sohail Khan,c Yadav b Sharma,7,10,21,1,0,70.0,2015
Mohammad Irfan,not out,1,5,6,0,0,20.0,2015
Quinton de Kock,c Ervine b Chatara,7,16,16,1,0,43.75,2015
Hashim Amla,b Panyangara,11,26,36,1,0,42.31,2015
Faf du Plessis,c Taylor b Chigumbura,24,32,60,0,1,75.0,2015
AB de Villiers,c Ervine b Kamungozi,25,36,53,1,1,69.44,2015
David Miller,not out,138,92,133,7,9,150.0,2015
Jean-Paul Duminy,not out,115,100,119,9,3,115.0,2015
Chamu Chibhabha,c Duminy b Imran Tahir,64,82,93,10,0,78.05,2015
Sikandar Raza,b Philander,5,13,27,1,0,38.46,2015
Hamilton Masakadza,c Amla b Imran Tahir,80,74,98,8,2,108.11,2015
Brendan Taylor,c Philander b Morkel,40,40,51,4,1,100.0,2015
Sean Williams,c de Kock b Duminy,8,13,26,1,0,61.54,2015
Craig Ervine,c de Villiers b Steyn,13,21,29,0,1,61.9,2015
Elton Chigumbura,run out (de Villiers),8,7,13,0,1,114.29,2015
Solomon Mire,c de Villiers b Philander,27,25,28,2,2,108.0,2015
Tinashe Panyangara,c de Villiers b Imran Tahir,4,4,3,1,0,100.0,2015
Tendai Chatara,c & b Morkel,6,11,21,1,0,54.55,2015
Tafadzwa Kamungozi,not out,0,0,4,0,0,0.0,2015
David Warner,b Broad,22,18,34,3,0,122.22,2015
Aaron Finch,run out (Morgan),135,128,158,12,3,105.47,2015
Shane Watson,c Buttler b Broad,0,1,1,0,0,0.0,2015
Steven Smith,b Woakes,5,9,14,1,0,55.56,2015
George Bailey,b Finn,55,69,113,3,0,79.71,2015
Glenn Maxwell,c Root b Finn,66,40,63,11,0,165.0,2015
Mitchell Marsh,c Root b Finn,23,20,31,3,0,115.0,2015
Brad Haddin,c Broad b Finn,31,14,23,5,0,221.43,2015
Mitchell Johnson,c Anderson b Finn,0,1,3,0,0,0.0,2015
Mitchell Starc,not out,0,0,1,0,0,0.0,2015
Moeen Ali,c Bailey b Starc,10,13,20,2,0,76.92,2015
Ian Bell,c Starc b Marsh,36,45,63,4,0,80.0,2015
Gary Ballance,c Finch b Marsh,10,13,23,2,0,76.92,2015
Joe Root,c Haddin b Marsh,5,12,20,0,0,41.67,2015
Eoin Morgan,c Haddin b Marsh,0,6,24,0,0,0.0,2015
James Taylor,not out,98,90,126,11,2,108.89,2015
Jos Buttler,c Smith b Marsh,10,12,11,1,0,83.33,2015
Chris Woakes,c Smith b Johnson,37,42,54,2,0,88.1,2015
Stuart Broad,b Starc,0,1,3,0,0,0.0,2015
Steven Finn,c & b Johnson,1,6,4,0,0,16.67,2015
James Anderson,run out (Maxwell),8,11,26,1,0,72.73,2015
Martin Guptill,c Sangakkara b Lakmal,49,62,94,5,0,79.03,2015
Brendon McCullum,c Mendis b Herath,65,49,68,10,1,132.65,2015
Kane Williamson,c Karunaratne b Mendis,57,65,70,5,1,87.69,2015
Ross Taylor,st Sangakkara b Mendis,14,28,49,0,0,50.0,2015
Grant Elliott,c Thirimanne b Lakmal,29,34,53,2,0,85.29,2015
Corey Anderson,c Lakmal b Kulasekara,75,46,77,8,2,163.04,2015
Luke Ronchi,not out,29,19,29,4,0,152.63,2015
Lahiru Thirimanne,b Boult,65,60,90,8,0,108.33,2015
Tillakaratne Dilshan,c & b Vettori,24,41,50,2,0,58.54,2015
Kumar Sangakkara,lbw b Boult,39,38,48,5,0,102.63,2015
Mahela Jayawardene,c Ronchi b Vettori,0,4,3,0,0,0.0,2015
Dimuth Karunaratne,b Milne,14,21,32,0,0,66.67,2015
Angelo Mathews,c Vettori b Southee,46,52,80,5,0,88.46,2015
Jeevan Mendis,c Ronchi b Milne,4,4,5,1,0,100.0,2015
Nuwan Kulasekara,c Elliott b Anderson,10,21,32,1,0,47.62,2015
Rangana Herath,c Milne b Anderson,13,19,41,2,0,68.42,2015
Lasith Malinga,c Ronchi b Southee,0,1,4,0,0,0.0,2015
Suranga Lakmal,not out,7,17,21,0,0,41.18,2015
Martin Guptill,lbw b Woakes,19,18,30,2,1,105.56,2019
Henry Nicholls,b Plunkett,55,77,123,4,0,71.43,2019
Kane Williamson,c Buttler b Plunkett,30,53,77,2,0,56.6,2019
Ross Taylor,lbw b Wood,15,31,47,0,0,48.39,2019
Tom Latham,c sub (JM Vince) b Woakes,47,56,104,2,1,83.93,2019
James Neesham,c Root b Plunkett,19,25,28,3,0,76.0,2019
Colin de Grandhomme,c sub (JM Vince) b Woakes,16,28,38,0,0,57.14,2019
Mitchell Santner,not out,5,9,19,0,0,55.56,2019
Matt Henry,b Archer,4,2,7,1,0,200.0,2019
Trent Boult,not out,1,2,3,0,0,50.0,2019
Jason Roy,c Latham b Henry,17,20,24,3,0,85.0,2019
Jonny Bairstow,b Ferguson,36,55,79,7,0,65.45,2019
Joe Root,c Latham b de Grandhomme,7,30,40,0,0,23.33,2019
Eoin Morgan,c Ferguson b Neesham,9,22,34,0,0,40.91,2019
Ben Stokes,not out,84,98,147,5,2,85.71,2019
Jos Buttler,c sub (TG Southee) b Ferguson,59,60,94,6,0,98.33,2019
Chris Woakes,c Latham b Ferguson,2,4,8,0,0,50.0,2019
Liam Plunkett,c Boult b Neesham,10,10,13,1,0,100.0,2019
Jofra Archer,b Neesham,0,1,5,0,0,0.0,2019
Adil Rashid,run out (Santner/Boult),0,0,7,0,0,0.0,2019
Mark Wood,run out (Neesham/Boult),0,0,3,0,0,0.0,2019
David Warner,c Bairstow b Woakes,9,11,14,2,0,81.82,2019
Aaron Finch,lbw b Archer,0,1,6,0,0,0.0,2019
Steven Smith,run out (Buttler),85,119,201,6,0,71.43,2019
Peter Handscomb,b Woakes,4,12,15,0,0,33.33,2019
Alex Carey,c sub (JM Vince) b Rashid,46,70,94,4,0,65.71,2019
Marcus Stoinis,lbw b Rashid,0,2,4,0,0,0.0,2019
Glenn Maxwell,c Morgan b Archer,22,23,29,2,1,95.65,2019
Pat Cummins,c Root b Rashid,6,10,11,0,0,60.0,2019
Mitchell Starc,c Buttler b Woakes,29,36,45,1,1,80.56,2019
Jason Behrendorff,b Wood,1,4,10,0,0,25.0,2019
Nathan Lyon,not out,5,6,8,0,0,83.33,2019
Jason Roy,c Carey b Cummins,85,65,99,9,5,130.77,2019
Jonny Bairstow,lbw b Starc,34,43,88,5,0,79.07,2019
Joe Root,not out,49,46,67,8,0,106.52,2019
Eoin Morgan,not out,45,39,55,8,0,115.38,2019
Martin Guptill,c Kohli b Bumrah,1,14,15,0,0,7.14,2019
Henry Nicholls,b Jadeja,28,51,87,2,0,54.9,2019
Kane Williamson,c Jadeja b Chahal,67,95,137,6,0,70.53,2019
Ross Taylor,run out (Jadeja),74,90,130,3,1,82.22,2019
James Neesham,c Karthik b Pandya,12,18,28,1,0,66.67,2019
Colin de Grandhomme,c Dhoni b Kumar,16,10,19,2,0,160.0,2019
Tom Latham,c Jadeja b Kumar,10,11,22,0,0,90.91,2019
Mitchell Santner,not out,9,6,13,1,0,150.0,2019
Matt Henry,c Kohli b Kumar,1,2,6,0,0,50.0,2019
Trent Boult,not out,3,3,6,0,0,100.0,2019
KL Rahul,c Latham b Henry,1,7,18,0,0,14.29,2019
Rohit Sharma,c Latham b Henry,1,4,7,0,0,25.0,2019
Virat Kohli,lbw b Boult,1,6,8,0,0,16.67,2019
Rishabh Pant,c de Grandhomme b Santner,32,56,89,4,0,57.14,2019
Dinesh Karthik,c Neesham b Henry,6,25,29,1,0,24.0,2019
Hardik Pandya,c Williamson b Santner,32,62,81,2,0,51.61,2019
MS Dhoni,run out (Guptill),50,72,114,1,1,69.44,2019
Ravindra Jadeja,c Williamson b Boult,77,59,84,4,4,130.51,2019
Bhuvneshwar Kumar,b Ferguson,0,1,10,0,0,0.0,2019
Yuzvendra Chahal,c Latham b Neesham,5,5,8,1,0,100.0,2019
Jasprit Bumrah,not out,0,0,4,0,0,0.0,2019
Aiden Markram,st Carey b Lyon,34,37,51,6,1,91.89,2019
Quinton de Kock,c Starc b Lyon,52,51,78,7,0,101.96,2019
Faf du Plessis,c Starc b Behrendorff,100,94,125,7,2,106.38,2019
Rassie van der Dussen,c Maxwell b Cummins,95,97,136,4,4,97.94,2019
Jean-Paul Duminy,c Stoinis b Starc,14,13,18,1,0,107.69,2019
Dwaine Pretorius,b Starc,2,5,13,0,0,40.0,2019
Andile Phehlukwayo,not out,4,3,8,1,0,133.33,2019
David Warner,c Morris b Pretorius,122,117,168,15,2,104.27,2019
Aaron Finch,c Markram b Imran Tahir,3,4,9,0,0,75.0,2019
Usman Khawaja,b Rabada,18,14,26,3,0,128.57,2019
Steven Smith,lbw b Pretorius,7,6,9,1,0,116.67,2019
Marcus Stoinis,run out (Rabada/de Kock),22,34,54,4,0,64.71,2019
Glenn Maxwell,c de Kock b Rabada,12,20,24,1,0,60.0,2019
Alex Carey,c Markram b Morris,85,69,90,11,1,123.19,2019
Pat Cummins,c Duminy b Phehlukwayo,9,15,24,1,0,60.0,2019
Mitchell Starc,b Rabada,16,11,24,1,1,145.45,2019
Jason Behrendorff,not out,11,6,10,0,0,183.33,2019
Nathan Lyon,c Markram b Phehlukwayo,3,3,7,0,0,100.0,2019
Dimuth Karunaratne,c Dhoni b Bumrah,10,17,16,2,0,58.82,2019
Kusal Perera,c Dhoni b Bumrah,18,14,36,3,0,128.57,2019
Avishka Fernando,c Dhoni b Pandya,20,21,42,4,0,95.24,2019
Kusal Mendis,st Dhoni b Jadeja,3,13,15,0,0,23.08,2019
Angelo Mathews,c Sharma b Bumrah,113,128,157,10,2,88.28,2019
Lahiru Thirimanne,c Jadeja b Kuldeep Yadav,53,68,102,4,0,77.94,2019
Dhananjaya de Silva,not out,29,36,60,1,0,80.56,2019
Thisara Perera,c Pandya b Kumar,2,3,8,0,0,66.67,2019
Isuru Udana,not out,1,1,3,0,0,100.0,2019
KL Rahul,c MDKJ Perera b Malinga,111,118,180,11,1,94.07,2019
Rohit Sharma,c Mathews b Rajitha,103,94,133,14,2,109.57,2019
Virat Kohli,not out,34,41,61,3,0,82.93,2019
Rishabh Pant,lbw b Udana,4,4,6,1,0,100.0,2019
Hardik Pandya,not out,7,4,8,1,0,175.0,2019
Fakhar Zaman,c Mehidy Hasan Miraz b Mohammad Saifuddin,13,31,27,1,0,41.94,2019
Imam-ul-Haq,hit wicket b Mustafizur Rahman,100,100,172,7,0,100.0,2019
Babar Azam,lbw b Mohammad Saifuddin,96,98,102,11,0,97.96,2019
Mohammad Hafeez,c Shakib Al Hasan b Mehidy Hasan Miraz,27,25,49,3,0,108.0,2019
Haris Sohail,c Soumya Sarkar b Mustafizur Rahman,6,6,13,1,0,100.0,2019
Imad Wasim,c Mahmudullah b Mustafizur Rahman,43,26,49,6,1,165.38,2019
Sarfaraz Ahmed,not out,3,3,13,0,0,100.0,2019
Wahab Riaz,b Mohammad Saifuddin,2,4,10,0,0,50.0,2019
Shadab Khan,c & b Mustafizur Rahman,1,2,4,0,0,50.0,2019
Mohammad Amir,c Mushfiqur Rahim b Mustafizur Rahman,8,6,16,1,0,133.33,2019
Shaheen Shah Afridi,not out,0,0,4,0,0,0.0,2019
Tamim Iqbal,b Shaheen Shah Afridi,8,21,40,0,0,38.1,2019
Soumya Sarkar,c Fakhar Zaman b Mohammad Amir,22,22,20,4,0,100.0,2019
Shakib Al Hasan,c Sarfaraz Ahmed b Shaheen Shah Afridi,64,77,109,6,0,83.12,2019
Mushfiqur Rahim,b Wahab Riaz,16,19,29,2,0,84.21,2019
Liton Das,c Haris Sohail b Shaheen Shah Afridi,32,40,38,3,0,80.0,2019
Mahmudullah,b Shaheen Shah Afridi,29,41,64,3,0,70.73,2019
Mosaddek Hossain,c Babar Azam b Shadab Khan,16,21,36,1,0,76.19,2019
Mohammad Saifuddin,c Mohammad Amir b Shaheen Shah Afridi,0,1,5,0,0,0.0,2019
Mehidy Hasan,not out,7,6,20,1,0,116.67,2019
Mashrafe Mortaza,st Sarfaraz Ahmed b Shadab Khan,15,14,14,0,2,107.14,2019
Mustafizur Rahman,b Shaheen Shah Afridi,1,3,5,0,0,33.33,2019
Chris Gayle,c Ikram Alikhil b Dawlat Zadran,7,18,21,1,0,38.89,2019
Evin Lewis,c Mohammad Nabi b Rashid Khan,58,78,98,6,2,74.36,2019
Shai Hope,c Rashid Khan b Mohammad Nabi,77,92,137,6,2,83.7,2019
Shimron Hetmyer,c sub (Noor Ali Zadran) b Dawlat Zadran,39,31,42,3,2,125.81,2019
Nicholas Pooran,run out (Ikram Alikhil/Sayed Shirzad),58,43,66,6,1,134.88,2019
Jason Holder,c Dawlat Zadran b Sayed Shirzad,45,34,54,1,4,132.35,2019
Carlos Brathwaite,not out,14,4,6,2,1,350.0,2019
Fabian Allen,not out,0,0,5,0,0,0.0,2019
Gulbadin Naib,c Lewis b Roach,5,6,8,1,0,83.33,2019
Rahmat Shah,c Gayle b Brathwaite,62,78,112,10,0,79.49,2019
Ikram Alikhil,lbw b Gayle,86,93,142,8,0,92.47,2019
Najibullah Zadran,run out (Hetmyer/Brathwaite),31,38,42,1,1,81.58,2019
Asghar Afghan,c Holder b Brathwaite,40,32,47,4,1,125.0,2019
Mohammad Nabi,c Allen b Roach,2,6,11,0,0,33.33,2019
Samiullah Shinwari,c Hetmyer b Roach,6,9,18,0,0,66.67,2019
Rashid Khan,c Holder b Brathwaite,9,16,27,0,1,56.25,2019
Dawlat Zadran,c Cottrell b Brathwaite,1,2,6,0,0,50.0,2019
Sayed Shirzad,c Allen b Thomas,25,17,20,2,2,147.06,2019
Mujeeb Ur Rahman,not out,7,5,13,1,0,140.0,2019
Jason Roy,c Santner b Neesham,60,61,81,8,0,98.36,2019
Jonny Bairstow,b Henry,106,99,147,15,1,107.07,2019
Joe Root,c Latham b Boult,24,25,54,1,0,96.0,2019
Jos Buttler,c Williamson b Boult,11,12,25,1,0,91.67,2019
Eoin Morgan,c Santner b Henry,42,40,64,5,0,105.0,2019
Ben Stokes,c Henry b Santner,11,27,33,0,0,40.74,2019
Chris Woakes,c Williamson b Neesham,4,11,12,0,0,36.36,2019
Liam Plunkett,not out,15,12,28,1,0,125.0,2019
Adil Rashid,b Southee,16,12,17,1,0,133.33,2019
Jofra Archer,not out,1,1,1,0,0,100.0,2019
Martin Guptill,c Buttler b Archer,8,16,25,1,0,50.0,2019
Henry Nicholls,lbw b Woakes,0,1,6,0,0,0.0,2019
Kane Williamson,run out (Wood),27,40,62,3,0,67.5,2019
Ross Taylor,run out (Rashid/Buttler),28,42,54,2,0,66.67,2019
Tom Latham,c Buttler b Plunkett,57,65,106,5,0,87.69,2019
James Neesham,b Wood,19,27,31,1,0,70.37,2019
Colin de Grandhomme,c Root b Stokes,3,13,15,0,0,23.08,2019
Mitchell Santner,lbw b Wood,12,30,58,1,0,40.0,2019
Tim Southee,not out,7,16,30,0,0,43.75,2019
Matt Henry,b Wood,7,13,17,0,0,53.85,2019
Trent Boult,st Buttler b Rashid,4,7,7,1,0,57.14,2019
KL Rahul,c Mushfiqur Rahim b Rubel Hossain,77,92,135,6,1,83.7,2019
Rohit Sharma,c Liton Das b Soumya Sarkar,104,92,121,7,5,113.04,2019
Virat Kohli,c Rubel Hossain b Mustafizur Rahman,26,27,45,3,0,96.3,2019
Rishabh Pant,c Mosaddek Hossain b Shakib Al Hasan,48,41,56,6,1,117.07,2019
Hardik Pandya,c Soumya Sarkar b Mustafizur Rahman,0,2,4,0,0,0.0,2019
MS Dhoni,c Shakib Al Hasan b Mustafizur Rahman,35,33,52,4,0,106.06,2019
Dinesh Karthik,c Mosaddek Hossain b Mustafizur Rahman,8,9,17,1,0,88.89,2019
Bhuvneshwar Kumar,run out (Mushfiqur Rahim/Mustafizur Rahman),2,3,15,0,0,66.67,2019
Mohammed Shami,b Mustafizur Rahman,1,2,6,0,0,50.0,2019
Jasprit Bumrah,not out,0,0,1,0,0,0.0,2019
Tamim Iqbal,b Mohammed Shami,22,31,39,3,0,70.97,2019
Soumya Sarkar,c Kohli b Pandya,33,38,67,4,0,86.84,2019
Shakib Al Hasan,c Karthik b Pandya,66,74,111,6,0,89.19,2019
Mushfiqur Rahim,c Mohammed Shami b Chahal,24,23,29,3,0,104.35,2019
Liton Das,c Karthik b Pandya,22,24,31,0,1,91.67,2019
Mosaddek Hossain,b Bumrah,3,7,13,0,0,42.86,2019
Sabbir Rahman,b Bumrah,36,36,55,5,0,100.0,2019
Mohammad Saifuddin,not out,51,38,72,9,0,134.21,2019
Mashrafe Mortaza,c Dhoni b Kumar,8,5,8,0,1,160.0,2019
Rubel Hossain,b Bumrah,9,11,18,1,0,81.82,2019
Mustafizur Rahman,b Bumrah,0,1,2,0,0,0.0,2019
Dimuth Karunaratne,c Hope b Holder,32,48,69,4,0,66.67,2019
Kusal Perera,run out (Cottrell/Brathwaite),64,51,87,8,0,125.49,2019
Avishka Fernando,c Allen b Cottrell,104,103,151,9,2,100.97,2019
Kusal Mendis,c & b Allen,39,41,53,4,0,95.12,2019
Angelo Mathews,b Holder,26,20,45,2,1,130.0,2019
Lahiru Thirimanne,not out,45,33,53,4,0,136.36,2019
Isuru Udana,c Holder b Thomas,3,6,9,0,0,50.0,2019
Dhananjaya de Silva,not out,6,3,5,1,0,200.0,2019
Chris Gayle,c Vandersay b Rajitha,35,48,70,1,2,72.92,2019
Sunil Ambris,c Perera b Malinga,5,6,11,1,0,83.33,2019
Shai Hope,b Malinga,5,11,13,1,0,45.45,2019
Shimron Hetmyer,run out (de Silva),29,38,62,2,0,76.32,2019
Nicholas Pooran,c Perera b Mathews,118,103,156,11,4,114.56,2019
Jason Holder,c sub (BMAJ Mendis) b Vandersay,26,26,38,4,0,100.0,2019
Carlos Brathwaite,run out (Udana),8,15,33,1,0,53.33,2019
Fabian Allen,run out (Rajitha/Udana),51,32,50,7,1,159.38,2019
Sheldon Cottrell,not out,7,10,35,0,0,70.0,2019
Oshane Thomas,lbw b Malinga,1,6,8,0,0,16.67,2019
Shannon Gabriel,not out,3,7,7,0,0,42.86,2019
Jason Roy,c sub (RA Jadeja) b Kuldeep Yadav,66,57,101,7,2,115.79,2019
Jonny Bairstow,c Pant b Mohammed Shami,111,109,138,10,6,101.83,2019
Joe Root,c Pandya b Mohammed Shami,44,54,96,2,0,81.48,2019
Eoin Morgan,c Jadhav b Mohammed Shami,1,9,10,0,0,11.11,2019
Ben Stokes,c sub (RA Jadeja) b Bumrah,79,54,80,6,3,146.3,2019
Jos Buttler,c & b Mohammed Shami,20,8,17,1,2,250.0,2019
Chris Woakes,c Sharma b Mohammed Shami,7,5,8,1,0,140.0,2019
Liam Plunkett,not out,1,4,11,0,0,25.0,2019
Jofra Archer,not out,0,0,2,0,0,0.0,2019
KL Rahul,c & b Woakes,0,9,10,0,0,0.0,2019
Rohit Sharma,c Buttler b Woakes,102,109,152,15,0,93.58,2019
Virat Kohli,c sub (JM Vince) b Plunkett,66,76,103,7,0,86.84,2019
Rishabh Pant,c Woakes b Plunkett,32,29,58,4,0,110.34,2019
Hardik Pandya,c sub (JM Vince) b Plunkett,45,33,49,4,0,136.36,2019
MS Dhoni,not out,42,31,54,4,1,135.48,2019
Kedar Jadhav,not out,12,13,24,1,0,92.31,2019
David Warner,c Latham b Ferguson,16,23,39,3,0,69.57,2019
Aaron Finch,lbw b Boult,8,15,19,1,0,53.33,2019
Usman Khawaja,b Boult,88,129,187,5,0,68.22,2019
Steven Smith,c Guptill b Ferguson,5,8,13,0,0,62.5,2019
Marcus Stoinis,c Latham b Neesham,21,26,41,3,0,80.77,2019
Glenn Maxwell,c & b Neesham,1,5,8,0,0,20.0,2019
Alex Carey,c Guptill b Williamson,71,72,113,11,0,98.61,2019
Pat Cummins,not out,23,19,34,1,0,121.05,2019
Mitchell Starc,b Boult,0,1,2,0,0,0.0,2019
Jason Behrendorff,lbw b Boult,0,1,4,0,0,0.0,2019
Nathan Lyon,not out,0,1,1,0,0,0.0,2019
Martin Guptill,lbw b Behrendorff,20,43,60,2,0,46.51,2019
Henry Nicholls,c Carey b Behrendorff,8,20,43,2,0,40.0,2019
Kane Williamson,c Carey b Starc,40,51,69,2,1,78.43,2019
Ross Taylor,c Carey b Cummins,30,54,76,2,0,55.56,2019
Tom Latham,c Smith b Starc,14,28,41,0,0,50.0,2019
